state,county,fips,pop2012,yieldchange,mortchange,energychange,laborlowchange,laborhighchange,coastaldamage,crimepropertychange,crimeviolentchange,totaldamage
CA,Imperial County,6025,177440,22.92909813,22.83094025,12.69091415,-0.2900536656,-1.487237096,,-0.09984083474,1.687240124,8.227199554
CA,Inyo County,6027,18416,,30.18069458,10.57607937,-0.3978208601,-1.51108408,,0.01881067641,2.019404888,8.267800331
CA,Kern County,6029,856500,37.8415451,-5.363936424,-0.07913757116,-0.3078866899,-1.194983482,,0.4023181796,2.787776709,-0.6576399803
CA,Kings County,6031,151340,-9.97504425,10.34205055,9.213070869,-0.4695588648,-1.599119782,,-0.01132002193,1.993670106,5.092299938
CA,Lake County,6033,63984,,1.822215796,0.1772820055,-0.3875370026,-1.26715076,,0.1574552953,2.31926322,2.149499893
CA,Lassen County,6035,33679,32.45812225,-9.611509323,-1.307717562,-0.1224926487,-1.038881898,,1.050922871,3.208117485,-2.27699995
CA,Los Angeles County,6037,9974900,,10.69034767,8.235602379,-0.206833899,-1.186424375,,0.1587731093,2.566706657,3.49000001
CA,Madera County,6039,152240,-0.7774063945,11.19901466,8.237510681,-0.4663939476,-1.52301693,,0.1707198471,2.503279209,5.209000111
CA,Marin County,6041,256140,,-0.6488345861,-0.6436801553,-0.1870875508,-0.5829904079,,0.345223695,2.68803072,0.3043000102
CA,Mariposa County,6043,17845,,-2.435241461,3.471081257,-0.2481109798,-1.138532043,,0.6757693887,2.958262205,1.097499967
CA,Mendocino County,6045,87497,,-16.86416626,-2.023416996,-0.1862092465,-0.5636633635,,0.5004469752,2.732650518,-2.80430007
CA,Merced County,6047,261780,-6.639102936,11.53200054,9.539632797,-0.4413073063,-1.592484236,,0.03663147986,2.181698799,5.652900219
CA,Modoc County,6049,9332,32.23604584,-8.850201607,1.42045784,-0.2633809149,-1.323570967,,0.9876185656,3.267541885,-1.24240005
CA,Mono County,6051,14306,,-11.94823456,-3.273714781,-0.04807199165,-0.2062760741,,1.439556241,3.627688169,-2.081099987
CA,Monterey County,6053,426410,36.75690079,2.487803698,-0.2867938578,-0.1660711318,-1.107249141,,0.1992345005,2.442443609,0.8302400112
CA,Napa County,6055,139140,,-0.1746681184,2.301337481,-0.234038502,-0.8555610776,,0.394784987,2.625386715,0.9961599708
CA,Nevada County,6057,98333,,1.171926379,5.425842762,-0.2591052949,-1.144381881,,0.5124282837,2.914741039,1.712000012
CA,Orange County,6059,3089900,,11.68278885,10.00749588,-0.07431091368,-0.8700546622,,0.2158052921,2.820743799,3.139800072
CA,Placer County,6061,361450,30.23367882,3.005954742,6.097695827,-0.2801288366,-1.161834598,,0.4822469652,2.929327965,1.112499952
CA,Plumas County,6063,19341,,-15.76513004,-1.307717562,-0.1224926487,-1.038881898,,1.050922871,3.208117485,-2.038199902
CA,Riverside County,6065,2268000,5.25573349,27.03661728,13.6329155,-0.3074284196,-1.55576694,,-0.1445021331,1.549443126,9.089500427
CA,Sacramento County,6067,1448800,-6.287364483,13.63817596,9.908776283,-0.408758074,-1.492632389,,0.1026971936,2.411900759,4.182499886
CA,San Benito County,6069,56871,36.75690079,2.102955341,-0.2867938578,-0.1660711318,-1.107249141,,0.2026220709,2.44641614,0.8075500131
CA,San Bernardino County,6071,2080700,-48.46167374,17.49201202,11.08656693,-0.3237859011,-1.303190112,,0.03450797498,1.970061541,6.986499786
CA,San Diego County,6073,3183400,36.74132538,-1.474466205,5.033743858,-0.09299369901,-0.4092969894,,0.7044612169,3.003434658,-0.06545200199
CA,San Francisco County,6075,829690,,0.01766210794,0.1953656077,-0.08144881576,-0.08729992062,,0.5263285041,2.82038188,0.3507600129
CA,San Joaquin County,6077,701640,-4.356323242,9.915147781,7.719752312,-0.4176380634,-1.52137506,,0.1182890832,2.36778903,4.160099983
CA,San Luis Obispo County,6079,274530,36.35432816,1.359306097,0.123886168,-0.1298995018,-0.1914173663,,0.4163132608,2.680757761,0.2941299975
CA,San Mateo County,6081,740740,,0.01511233952,0.1953656077,-0.08144881576,-0.08729992062,,0.5264552236,2.827623606,0.2832799852
CA,Santa Barbara County,6083,430730,17.39872169,5.544626713,-0.162946701,-0.2636080384,-1.33111763,,0.09844598174,2.161144257,1.59679997
CA,Santa Clara County,6085,1841100,,-2.664749384,3.464486122,-0.06311907619,-0.08893365413,,0.9041056037,2.736696005,0.08983899653
CA,Santa Cruz County,6087,266630,,0.8835746646,-0.3795242608,-0.1013006866,-0.1650160551,,0.40148592,2.841421843,0.6541100144
CA,Shasta County,6089,178420,30.55098534,23.06139374,9.165114403,-0.3994428813,-1.325595975,,0.1881995648,2.442686081,6.976200104
CA,Sierra County,6091,3076,,-22.87433243,-2.361223221,-0.185278669,-1.050815463,,0.99922508,3.231514215,-4.232699871
CA,Siskiyou County,6093,44214,34.74439621,-6.967494488,0.5932817459,-0.2862392366,-1.13503778,,0.5586695671,2.591157436,-0.5621200204
CA,Solano County,6095,420720,15.1743412,11.56837368,8.002983093,-0.4169603586,-1.530116796,,0.03798362985,2.194434404,4.065599918
CA,Sonoma County,6097,490840,35.75564575,5.131736279,1.087486863,-0.284504205,-1.151835084,,0.2008567303,2.412907839,1.445199966
CA,Stanislaus County,6099,522130,-12.86962891,10.13318729,7.719752312,-0.4176380634,-1.52137506,,0.1126269996,2.366841078,4.376299858
CA,Sutter County,6101,94637,15.91237736,10.23725891,5.271130562,-0.4364352226,-1.544406056,,0.0735533312,2.311546564,3.63560009
CA,Tehama County,6103,63263,4.868932724,21.2550087,10.17270279,-0.3989313841,-1.374871135,,0.09626860917,2.326215029,7.695000172
CA,Trinity County,6105,13495,,23.36046219,9.165114403,-0.3994428813,-1.325595975,,0.1880511343,2.435687304,9.448699951
CA,Tulare County,6107,451500,-9.482099533,13.0395422,9.099311829,-0.4887423813,-1.617398143,,0.0301224608,2.241521358,5.662399769
CA,Tuolumne County,6109,54100,,-2.680925608,3.471081257,-0.2481109798,-1.138532043,,0.6816470027,2.943230391,0.9872300029
CA,Ventura County,6111,835480,,-0.1741736084,5.196683407,-0.0934278965,-0.541742146,,0.7641988397,2.736087561,0.9669100046
CA,Yolo County,6113,204270,12.82126904,12.38901234,9.420120239,-0.4451925159,-1.597115636,,-0.01310305204,2.113304615,3.905299902
CA,Yuba County,6115,72977,9.8796978,0.9916229844,5.425842762,-0.2591052949,-1.144381881,,0.512042582,2.919271469,1.511199951
CO,Adams County,8001,460650,30.03459358,-1.445029497,5.880318165,-0.3732542992,-1.611003518,,0.8559920192,3.141141653,0.8974300027
CO,Alamosa County,8003,16113,31.58466148,-17.74256897,-0.8763877749,-0.05687175319,-0.849221468,,1.497426152,3.971014977,-4.503799915
CO,Arapahoe County,8005,596050,32.29522324,-1.463282228,5.880318165,-0.3732542992,-1.611003518,,0.8559920192,3.141141653,0.5243899822
CO,Archuleta County,8007,12129,,-11.33075619,-0.3618930876,-0.1320748627,-1.277618885,,0.9863439202,3.690891266,-1.298499942
CO,Baca County,8009,3756,21.23674393,13.96842003,11.91838646,-0.3794561327,-1.658674121,,0.6618179083,2.838634253,4.868100166
CO,Bent County,8011,5807,-0.961464107,10.89668369,12.13243103,-0.4063679278,-1.757379889,,0.5159255862,2.686909914,5.954500198
CO,Boulder County,8013,305480,14.94789982,-1.749131441,5.850697041,-0.288467139,-1.436614275,,0.8424435258,3.319575071,0.5110899806
CO,Broomfield County,8014,58992,,-1.362883449,5.539895058,-0.36752671,-1.651343703,,0.836391449,3.14386034,0.8096399903
CO,Chaffee County,8015,18103,,-29.62829208,-1.738748312,-0.07938663661,-0.2375744879,,1.820898414,3.913874149,-7.04489994
CO,Cheyenne County,8017,1887,12.83919048,4.353981018,9.926149368,-0.3594170213,-1.591410398,,0.7214865088,2.961055994,1.904700041
CO,Clear Creek County,8019,9091,,-17.44873428,-1.626562715,-0.008875536732,-0.188006714,,2.250349283,3.945345163,-2.350399971
CO,Conejos County,8021,8273,31.59446335,-20.05050468,-0.745215714,-0.04157306626,-0.6188794374,,1.43855381,4.020545483,-6.527299881
CO,Costilla County,8023,3605,31.58466148,-24.15797234,-0.8763877749,-0.05687175319,-0.849221468,,1.497426152,3.971014977,-7.685200214
CO,Crowley County,8025,5412,17.25205994,4.846615791,11.03615761,-0.4207055569,-1.827496886,,0.5792087317,2.976181984,5.062399864
CO,Custer County,8027,4240,,-14.80052757,-0.2888668478,-0.05319250375,-0.5772232413,,1.62753737,3.89653182,-2.752899885
CO,Delta County,8029,30449,-6.423437595,-4.783117771,6.259944439,-0.3100711405,-1.696694613,,1.037271619,3.381854534,0.3422099948
CO,Denver County,8031,633870,,-2.425364256,7.424769402,-0.3244965076,-1.505800486,,0.9316377044,3.299722195,0.9379900098
CO,Dolores County,8033,1991,32.08630371,-6.349158764,4.900292873,-0.2712527812,-1.57782197,,0.9599584937,3.532206059,-0.7608699799
CO,Douglas County,8035,298580,33.16200256,-4.144215584,0.05867560953,-0.1353704333,-0.9956509471,,1.08025825,3.623541594,-0.4835099876
CO,Eagle County,8037,51951,,-4.604360104,-1.020929337,-0.03324924037,-0.4004658163,,1.719821215,3.947179079,-0.3412800133
CO,Elbert County,8039,23432,28.44599342,-4.998859406,0.8096747398,-0.2471475452,-1.395384789,,1.083105206,3.380713463,-0.4120599926
CO,El Paso County,8041,645720,21.45664978,-4.88538456,4.564553261,-0.1756182164,-1.113290906,,1.104382396,3.658908367,-0.3805100024
CO,Fremont County,8043,47114,,-30.55493927,-1.312457681,-0.08340637386,-0.2662084699,,1.783023357,3.906627655,-8.532400131
CO,Garfield County,8045,56777,32.326828,-8.438591003,0.303114444,-0.278460443,-1.693760276,,1.162676096,3.466159821,-0.9237200022
CO,Gilpin County,8047,5453,,-16.81754494,-1.626562715,-0.008875536732,-0.188006714,,2.261134148,3.933578253,-3.290499926
CO,Grand County,8049,14182,,-13.17875576,-1.602487683,-0.1117656082,-0.4058552682,,1.991237879,3.990283966,-2.405600071
CO,Gunnison County,8051,15463,,-14.60684013,-1.738746405,-0.1300138384,-0.4072096944,,2.414710045,4.177404404,-2.728300095
CO,Hinsdale County,8053,801,,-10.06775856,-0.9759131074,-0.03194056824,-0.3167902231,,1.797718287,4.028433323,-1.565700054
CO,Huerfano County,8055,6588,-3.918209314,-7.740796566,4.624986172,-0.2189895511,-1.365832925,,0.8334664106,3.47853899,-0.585959971
CO,Jackson County,8057,1347,,-25.53376198,-1.718496561,-0.1042764783,-0.5264002085,,2.109880209,3.988311291,-5.327899933
CO,Jefferson County,8059,545620,,-14.08142471,-0.7607905865,-0.08491949737,-0.6219427586,,1.251546025,3.69997263,-1.894000053
CO,Kiowa County,8061,1437,25.86377144,11.18904686,11.65167427,-0.3925331831,-1.708233833,,0.6233243346,2.756262779,3.680399895
CO,Kit Carson County,8063,8093,8.474392891,3.701110601,9.926149368,-0.3594170213,-1.591410398,,0.7214865088,2.961055994,2.560199976
CO,Lake County,8065,7274,,-21.35637665,-1.829146266,-0.04358246177,-0.279325664,,2.462039232,4.07138586,-5.684899807
CO,La Plata County,8067,52305,29.12948227,-15.10155869,-0.9759131074,-0.03194056824,-0.3167902231,,1.797718287,4.028433323,-2.896300077
CO,Larimer County,8069,310840,10.47772121,-2.703226566,6.209245682,-0.2403150499,-1.312159419,,0.959395051,3.369932652,0.3619700074
CO,Las Animas County,8071,14986,24.00429153,-1.620378733,7.157135963,-0.3275850713,-1.693974853,,0.7863076925,3.24512887,1.227499962
CO,Lincoln County,8073,5446,25.74646568,-10.68269253,0.8096747398,-0.2471475452,-1.395384789,,1.070879936,3.386483431,-1.887799978
CO,Logan County,8075,22613,16.18353462,-1.372341752,8.382969856,-0.3105312288,-1.49287343,,1.051835299,3.271187544,0.988929987
CO,Mesa County,8077,147720,-4.172553062,6.922095299,12.04290199,-0.4051190317,-1.768768907,,0.7694403529,3.115543127,3.442699909
CO,Mineral County,8079,709,,-22.02864075,-1.338327885,-0.09922439605,-0.3148231506,,1.727383733,4.151491165,-3.445800066
CO,Moffat County,8081,13167,31.81591988,-5.99682188,4.380720139,-0.430275172,-1.913301587,,1.241214037,3.285937786,-0.1249900013
CO,Montezuma County,8083,25424,24.61424255,-6.760967731,4.900292873,-0.2712527812,-1.57782197,,0.9599584937,3.532206059,-0.5892500281
CO,Montrose County,8085,40722,7.73208189,-17.12223625,0.06656634808,-0.06472294778,-0.9750626683,,1.364681959,3.837315083,-3.840500116
CO,Morgan County,8087,28355,8.500374794,-1.531464815,8.347239494,-0.3142469525,-1.495857,,1.053448081,3.257554531,1.058500051
CO,Otero County,8089,18712,-7.557827473,9.536192894,10.32236671,-0.4734684527,-2.000513077,,0.4204033315,2.716033697,5.352600098
CO,Ouray County,8091,4545,,-20.15193367,-1.652012944,-0.05276398361,-0.2329208106,,2.037356853,4.114422798,-3.522700071
CO,Park County,8093,16043,,-14.27695465,-1.738748312,-0.07938663661,-0.2375744879,,1.827583671,3.927130699,-2.906800032
CO,Phillips County,8095,4376,8.856861115,-4.018312931,7.760774136,-0.3008092344,-1.501758456,,1.095283031,3.374061823,0.5851200223
CO,Pitkin County,8097,17232,,-6.700786114,-1.020929337,-0.03324924037,-0.4004658163,,1.743662596,3.947715044,-0.2793599963
CO,Prowers County,8099,12405,23.52259254,8.166529655,11.65167427,-0.3925331831,-1.708233833,,0.6233243346,2.756262779,4.062699795
CO,Pueblo County,8101,160840,-3.656641245,1.959430218,7.540445805,-0.4107359648,-1.789070964,,0.6243872046,2.999479532,2.578900099
CO,Rio Blanco County,8103,6793,32.326828,-11.48665333,0.303114444,-0.278460443,-1.693760276,,1.162676096,3.466159821,-1.656000018
CO,Rio Grande County,8105,11893,29.69916534,-30.66473007,-1.338327885,-0.09922439605,-0.3148231506,,1.727383733,4.151491165,-6.962800026
CO,Routt County,8107,23207,30.22489357,-9.641397476,-1.205179811,-0.1119409055,-0.9843487144,,1.92453742,3.911158085,-1.343899965
CO,Saguache County,8109,6319,31.30681992,-17.57278442,-1.049927473,-0.05689605698,-0.6113981605,,1.603844285,4.047733307,-5.45510006
CO,San Juan County,8111,695,,-16.75117302,-1.652012944,-0.05276398361,-0.2329208106,,2.037356853,4.114422798,-3.537400007
CO,San Miguel County,8113,7604,32.35385132,-4.232408047,0.06656634808,-0.06472294778,-0.9750626683,,1.374472857,3.836197138,-0.5453400016
CO,Sedgwick County,8115,2377,13.68512344,-3.693556547,7.810889721,-0.3238274157,-1.542971373,,1.102252245,3.298346758,0.7074099779
CO,Summit County,8117,28228,,-6.475805759,-1.765102863,-0.08362523466,-0.2313992083,,2.099982977,3.978416681,-0.7733399868
CO,Teller County,8119,23376,,-14.27539253,-1.312457681,-0.08340637386,-0.2662084699,,1.779355645,3.916047812,-2.542700052
CO,Washington County,8121,4736,23.10251617,-1.795807004,8.347239494,-0.3142469525,-1.495857,,1.056864142,3.259094715,1.063799977
CO,Weld County,8123,264190,12.74126053,-3.551655293,3.668464422,-0.3225933909,-1.528820634,,1.005203366,3.257889271,0.1907500029
CO,Yuma County,8125,10117,-0.4990912378,2.671539307,10.55869961,-0.3532759547,-1.602999091,,0.8769049048,3.121337175,1.935700059
CT,Fairfield County,9001,935290,,-2.632727146,2.764551401,-0.05340394378,-0.685982585,-0.8556658626,1.300098181,3.329602003,0.4548299909
CT,Hartford County,9003,897700,,-5.207462311,2.202579498,-0.138187632,-1.148673415,-0.6015312672,1.417675376,3.413185596,0.6598700285
CT,Litchfield County,9005,187420,,-16.19826508,1.183499694,-0.1057114601,-0.5527519584,-0.5852587819,1.982794166,3.885115147,-1.630200028
CT,Middlesex County,9007,165520,,-6.874013901,1.965105772,-0.073632285,-0.8062655926,-0.6197988987,1.278812408,3.233254433,0.1139800027
CT,New Haven County,9009,864030,,-3.17831111,2.764551401,-0.05340394378,-0.685982585,-0.5446013808,1.300098181,3.329602003,0.8379200101
CT,New London County,9011,274540,,-6.689736366,1.965105772,-0.073632285,-0.8062655926,-0.5531844497,1.278812408,3.233254433,0.173150003
CT,Tolland County,9013,151930,,-8.225985527,1.548827767,-0.07111784071,-0.7175601721,-0.5425862074,1.653430581,3.563362598,-0.2987799942
CT,Windham County,9015,117940,,-11.6795826,1.506194353,-0.06403927505,-0.5662955642,-0.4568986297,1.587909579,3.419117212,-1.263299942
DE,Kent County,10001,167670,-22.50575066,8.568069458,9.464428902,-0.142120406,-1.331402421,-0.2389049381,0.7499040365,3.131131411,3.637399912
DE,New Castle County,10003,546020,-17.43210793,4.597637653,8.535220146,-0.1252227724,-1.228864431,-0.3686082065,0.9553765655,3.257999659,1.929200053
DE,Sussex County,10005,203190,-24.77271271,13.02760029,9.068268776,-0.1462192684,-1.158124685,-0.2697205842,0.6789640188,3.000636101,4.51609993
DC,District of Columbia,11001,635040,,14.98512936,9.665092468,-0.2969533503,-1.638138771,-1.474162817,0.5888273716,3.000101328,3.543499947
FL,Alachua County,12001,251710,-19.62877274,24.40241623,12.0872345,-0.4339815378,-2.118586302,-0.1410993338,0.05184747279,2.260410309,7.967700005
FL,Baker County,12003,27041,,25.85977364,11.07186222,-0.419821322,-2.11980629,1.060164809,0.07205530256,2.254586458,12.57299995
FL,Bay County,12005,171990,,25.80974579,10.87336445,-0.2120971531,-1.637072325,-0.7459200025,0.2229686826,2.501896381,8.129599571
FL,Bradford County,12007,27132,,34.83510208,12.0872345,-0.4339815378,-2.118586302,0.01147866528,0.05184747279,2.260410309,15.50199986
FL,Brevard County,12009,547670,,43.65439606,12.83862591,-0.3281172812,-2.025740862,-1.09322536,0.09038507193,2.217330456,12.82499981
FL,Broward County,12011,1819800,,41.68901825,13.70596027,-0.2537555397,-1.877650499,-0.1745223701,0.09507746994,2.190234661,11.1960001
FL,Calhoun County,12013,14709,22.13173676,29.58027267,10.87336445,-0.2120971531,-1.637072325,1.345200896,0.2311618477,2.512182951,13.97399998
FL,Charlotte County,12015,162790,,68.16998291,14.58341217,-0.599888742,-2.671813011,0.6214498878,-0.1122638807,1.937474966,20.95800018
FL,Citrus County,12017,139290,,62.32875443,12.07112789,-0.5573471189,-2.50832057,1.237097621,-0.09599086642,2.009142399,20.53100014
FL,Clay County,12019,194290,,30.61579895,12.48120117,-0.3997605145,-1.975490093,0.2485432327,0.08979716152,2.294620752,10.27799988
FL,Collier County,12021,332870,,37.4545517,13.93569565,-0.4967095256,-2.456107855,-1.58735621,-0.03655590117,2.04805398,6.289899826
FL,Columbia County,12023,67943,-21.25275421,39.08374023,12.78848171,-0.4543598592,-2.177425861,-0.03249002993,0.05825924873,2.25678134,15.13599968
FL,DeSoto County,12027,34745,,41.56023788,14.58341217,-0.599888742,-2.671813011,0.980564177,-0.1122638807,1.937474966,23.63299942
FL,Dixie County,12029,16063,,41.92727661,12.02030563,-0.5179812908,-2.258363724,1.205318928,-0.01861887239,2.153425455,21.29199982
FL,Duval County,12031,880600,,30.10578728,11.68174744,-0.4223742783,-1.994260311,-0.2501730323,0.05865493417,2.247469902,9.090999603
FL,Escambia County,12033,304210,6.861460209,33.17114639,11.95242405,-0.2921659052,-1.708255291,-0.1226672381,0.1943594217,2.472241402,10.0909996
FL,Flagler County,12035,98510,,33.01332092,11.40399361,-0.310585767,-1.76683259,1.058367014,0.1452095062,2.368944645,11.13399982
FL,Franklin County,12037,11671,,36.66644287,11.61610222,-0.3185135722,-1.80307138,1.592771411,0.16849944,2.413079023,13.09599972
FL,Gadsden County,12039,46653,-1.649795771,35.01357651,11.47404861,-0.4894911349,-2.230095148,0.05425239727,0.02793221362,2.229619503,14.13000011
FL,Gilchrist County,12041,16872,-20.98889732,36.77246857,12.78848171,-0.4543598592,-2.177425861,0.1383280754,0.0540342629,2.25686121,13.77999973
FL,Glades County,12043,13026,,33.54264832,12.69003582,-0.5864520669,-2.634538889,2.126673698,-0.09687469155,1.933660626,19.2310009
